Date,Open,High,Low,Close,Volume,Market Cap
"Dec 16, 2017",0.386016,0.424328,0.354108,0.391683,"49,287","27,021,100"
"Dec 15, 2017",0.381230,0.405172,0.338505,0.385472,"67,624","26,686,100"
"Dec 14, 2017",0.343837,0.422100,0.340207,0.380659,"62,885","24,068,600"
"Dec 13, 2017",0.382314,0.410944,0.342506,0.344939,"39,499","26,762,000"
"Dec 12, 2017",0.401930,0.437539,0.331706,0.381998,"131,666","28,135,100"
"Dec 11, 2017",0.380373,0.417747,0.357165,0.400795,"45,423","26,626,100"
"Dec 10, 2017",0.376221,0.393330,0.305834,0.382961,"38,917","26,335,400"
"Dec 09, 2017",0.406597,0.415949,0.338606,0.374708,"31,029","28,461,800"
"Dec 08, 2017",0.432089,0.436674,0.337467,0.407007,"24,515","30,246,200"
"Dec 07, 2017",0.384309,0.459137,0.347559,0.385286,"235,160","26,901,700"
"Dec 06, 2017",0.384528,0.412898,0.351393,0.384973,"177,905","26,917,000"
"Dec 05, 2017",0.337084,0.402283,0.321830,0.385373,"126,693","23,595,900"
"Dec 04, 2017",0.299893,0.390801,0.258343,0.336433,"223,896","20,992,500"
"Dec 03, 2017",0.273398,0.317347,0.263372,0.298926,"50,230","19,137,900"
"Dec 02, 2017",0.253398,0.285273,0.248211,0.273151,"32,336","17,737,900"
"Dec 01, 2017",0.240892,0.270692,0.223337,0.253574,"34,389","16,862,400"
"Nov 30, 2017",0.232029,0.262531,0.212815,0.242060,"17,415","16,242,000"
"Nov 29, 2017",0.267837,0.301744,0.224370,0.228606,"67,593","18,748,600"
"Nov 28, 2017",0.262557,0.288650,0.251997,0.268099,"90,467","18,379,000"
"Nov 27, 2017",0.252525,0.310344,0.252525,0.261919,"68,196","17,676,800"
"Nov 26, 2017",0.252968,0.272482,0.236248,0.252480,"60,969","17,707,800"
"Nov 25, 2017",0.241811,0.259899,0.224533,0.253052,"45,874","16,926,800"
"Nov 24, 2017",0.225785,0.249087,0.220199,0.242223,"24,402","15,804,900"
"Nov 23, 2017",0.263492,0.272452,0.226129,0.226129,"38,553","18,444,400"
"Nov 22, 2017",0.251754,0.283391,0.246115,0.263523,"42,149","17,622,800"
"Nov 21, 2017",0.255571,0.271967,0.228522,0.251126,"43,462","17,890,000"
"Nov 20, 2017",0.257700,0.281055,0.241296,0.255558,"45,795","18,039,000"
"Nov 19, 2017",0.251322,0.284105,0.246491,0.257832,"55,225","17,592,600"
"Nov 18, 2017",0.239178,0.279304,0.235015,0.251806,"55,713","16,742,500"
"Nov 17, 2017",0.266282,0.301482,0.240089,0.240089,"52,106","18,639,700"
"Nov 16, 2017",0.254070,0.352973,0.247340,0.266713,"277,164","17,784,900"
"Nov 15, 2017",0.224990,0.266574,0.224990,0.259605,"69,528","15,749,300"
"Nov 14, 2017",0.234508,0.246268,0.223116,0.224837,"32,932","16,415,600"
"Nov 13, 2017",0.194360,0.234714,0.190846,0.234031,"46,410","13,605,200"
"Nov 12, 2017",0.213261,0.222525,0.180139,0.194071,"29,164","14,928,300"
"Nov 11, 2017",0.229469,0.243269,0.201023,0.213399,"66,803","16,062,900"
"Nov 10, 2017",0.233160,0.278249,0.209963,0.230281,"47,090","16,321,200"
"Nov 09, 2017",0.222721,0.268959,0.215971,0.238913,"80,177","15,590,500"
